l     VT(km/s)
10.158	67.732
10.166	57.299
10.257	58.686
10.545	139.087
10.732	155.207
10.997	155.900
11.258	155.554
11.579	154.829
11.839	153.775
11.910	128.686
12.084	124.541
12.375	138.757
12.469	119.928
12.734	126.425
12.800	109.669
13.047	58.992
13.199	145.630
13.406	62.187
13.463	130.554
13.977	165.821
14.033	99.873
14.283	129.153
14.329	56.594
14.415	52.148
14.706	74.104
15.210	140.219
15.353	137.039
15.591	139.873
15.761	136.194
15.939	134.447
16.007	76.938
16.067	75.552
16.355	76.697
16.835	138.577
16.864	113.137
17.014	87.054
17.173	73.621
17.503	133.573
17.753	127.893
17.927	126.853
18.165	132.096
18.312	133.829
18.413	102.345
18.433	56.631
18.925	128.239
19.099	132.776
19.333	130.893
19.518	125.528
19.669	121.669
19.934	122.950
20.108	126.236
20.217	121.656
20.478	118.974
20.686	117.241
20.773	114.919
21.071	118.975
21.105	82.227
21.487	120.979
21.665	121.672
21.925	128.431
22.073	118.492
22.206	109.517
22.425	119.532
22.689	121.748
22.859	119.532
23.097	122.817
23.483	118.597
23.717	117.889
23.830	102.005
24.001	108.321
24.432	113.518
24.666	116.548
24.840	120.723
25.308	116.909
25.399	109.345
25.486	107.959
25.641	112.164
25.641	110.778
26.451	112.190
26.685	115.355
26.901	107.939
27.033	103.404
27.162	107.939
27.336	108.632
27.513	109.567
27.623	105.058
27.797	102.482
28.035	113.289
28.265	104.711
28.412	104.018
28.598	111.662
28.862	113.410
28.983	111.043
29.244	110.697
29.402	102.270
29.637	99.331
29.958	98.970
30.132	102.843
30.589	110.064
30.804	119.184
30.926	101.788
31.213	117.074
31.628	113.322
31.771	105.979
31.949	112.267
32.296	106.688
32.565	97.569
32.803	101.305
33.007	106.883
33.151	99.678
33.340	108.631
33.578	103.808
33.812	108.238
33.990	111.720
34.164	109.400
34.349	105.191
34.609	102.765
34.821	97.129
34.995	97.475
35.142	99.208
35.392	109.400
35.770	97.565
35.951	101.604
36.242	96.209
36.703	86.217
36.979	91.417
37.171	84.588
37.678	92.218
37.825	91.525
37.999	91.179
38.173	90.454
38.350	93.138
38.524	91.405
38.785	90.712
38.898	88.707
39.136	91.420
39.306	81.275
39.540	82.210
39.862	71.054
40.039	71.295
40.372	85.541
40.478	73.180
40.686	76.134
40.867	85.195
41.018	60.094
41.241	77.672
41.498	91.527
41.672	85.467
41.846	78.259
42.020	75.140
42.201	67.123
42.375	72.803
42.575	66.083
42.727	67.816
42.958	69.814
43.131	66.083
43.365	66.459
43.581	70.176
43.820	66.454
43.910	67.147
43.997	67.840
44.175	70.974
44.348	70.974
44.587	72.963
44.772	66.918
44.946	70.295
45.210	69.361
45.384	70.400
45.562	68.305
45.709	67.356
45.951	74.108
46.184	64.293
46.271	65.921
46.532	63.947
46.709	66.508
46.970	63.237
47.207	28.512
47.502	83.153
47.757	59.620
47.843	61.940
48.104	62.995
48.365	61.609
48.539	61.850
48.667	59.333
48.966	64.246
49.079	66.943
49.313	64.939
49.514	67.652
49.986	68.255
50.134	58.381
50.281	59.074
50.485	61.274
50.662	63.941
50.836	57.794
51.082	60.263
51.230	61.062
51.494	59.420
51.642	65.674
52.054	64.288
52.292	63.007
52.417	65.872
52.678	66.926
52.825	66.218
53.173	64.591
53.562	28.934
54.039	55.561
54.393	48.603
54.639	40.810
55.244	49.328
55.679	48.724
55.947	41.851
56.355	41.158
56.594	48.997
56.741	42.772
56.915	43.013
57.089	41.973
57.236	41.385
57.387	45.605
57.648	49.011
57.769	39.125
58.241	45.123
58.583	34.170
58.760	4.077
58.907	8.297
59.426	33.808
59.517	30.929
59.755	25.743
59.997	29.422
60.382	31.516
60.494	-4.582
61.114	-5.622
61.323	25.995
61.474	26.583
61.561	27.518
61.821	35.326
61.969	27.865
62.774	35.254
63.088	-4.265
63.533	-8.485
63.938	20.709
64.354	25.184
65.541	19.412
66.297	11.664
67.952	2.574
69.737	23.442
70.130	14.669
70.928	13.389
71.404	16.192
71.873	32.580
73.101	32.234
73.491	38.940
74.032	5.501
74.602	6.346
74.776	7.732
75.011	9.254
75.188	5.170
75.362	5.170
75.657	6.902
75.782	4.688
76.016	8.756
76.190	3.045
76.598	2.110
77.010	6.902
77.505	7.627
77.565	1.554
77.886	19.768
78.124	17.794
78.332	14.147
78.509	11.704
78.770	12.398
78.857	11.117
79.178	14.041
79.330	12.277
79.590	12.640
79.613	4.559
79.873	6.763
80.323	11.689
80.413	2.647
80.679	4.212
80.894	8.119
81.128	9.402
81.279	7.291
81.529	19.064
81.896	12.463
