No	Name	PK		S5GHz	Diam	Ref	Tb	DMi	DTb	Df	D(VSZ)
287	Sh1-89	089-001 	42.5 	38.0 	7 	2.08 	3.63 	2.29 	2.96 	 
288	M1-77	089-021 	25.0 	8.0 	3 	27.61 	5.83 	4.75 	5.29 	4.88
289	IC5117	089-051 	210.0 	1.4 	2	7572.90 	3.16 	4.50 	3.83 	 
290	M1-78	093+011		1103.9 	6.4 	7	1904.90 	1.23 	1.53 	1.38 	 
291	NGC7008	093+052 	217.0 	85.6 	7 	2.09 	1.61 	1.01 	1.31 	 
292	K3-82	093-001 	30.0 	25.0 	3 	3.39 	4.49 	2.97 	3.73 	3.25
293	M1-79	093-021 	19.0 	30.0 	3 	1.49 	5.29 	3.22 	4.26 	3.61
294	K1-16	094+271 	75.9 	9.0 	7 	66.23 	3.59 	3.19 	3.39 	 
295	K3-83	094-001 	6.5 	5.0 	3 	18.38	11.08 	8.66 	9.87 	8.99
296	K3-62	095+001 	115.0 	2.5 	7	1300.50 	3.71 	4.43 	4.07 	4.05
297	A73	095+071 	7.4 	73.2 	7 	0.10 	6.80 	3.16 	4.98 	 
298	M2-49	095-021 	35.0 	2.5 	2 	395.81 	6.11 	6.48 	6.30 	6.14
299	K4-45	096+001 	35.0 	94.0 	2 	0.28 	3.40 	1.76 	2.58 	4.19
300	K3-61	096+021 	14.0 	6.0 	3 	27.49 	7.79 	6.34 	7.07 	6.51
301	NGC6543	096+291 	850.0 	20.0 	1 	150.20 	1.14 	1.11 	1.12 	1.08
302	A77	097+031 	307.6 	65.8 	7 	5.02 	1.45 	1.00 	1.22 	 
303	M2-50	097-021 	6.5 	4.5 	3 	22.69	11.27 	8.99	10.13 	9.28
304	K3-60	098+041 	43.0 	1.9 	2 	841.89 	5.86 	6.70 	6.28 	6.21
305	IC5217	100-051 	163.0 	6.8 	1 	249.15 	2.72 	2.76 	2.74 	2.66
306	Me2-2	100-081 	40.0 	1.2 	2	1963.30 	6.50 	8.09 	7.30 	7.31
307	A75	101+081 	17.0 	57.0 	3 	0.37 	5.00 	2.65 	3.82 	3.10
308	A79	102-021 	22.3 	54.2 	7 	0.54 	4.49 	2.47 	3.48 	 
309	A80	102-051 	3.1	109.6 	7 	0.02 	9.19 	3.61 	6.40 	 
310	M2-51	103+001 	40.6 	39.2 	7 	1.87 	3.68 	2.30 	2.99 	 
311	M2-52	103+002 	14.0 	14.0 	7 	5.05 	6.80 	4.68 	5.74 	 
312	BI2-1	104+001 	54.0 	1.6 	2	1490.90 	5.47 	6.63 	6.05 	 
313	NGC7139	104+071 	28.9 	76.0 	7 	0.35 	3.82 	2.02 	2.92 	 
314	M2-53	104-011 	11.0 	20.0 	3 	1.94 	7.10 	4.44 	5.77 	4.94
315	M2-54	104-061 	8.0 	1.0 	7 	565.44	13.16	14.46	13.81 	 
316	Jn-1	104-291 	9.8	332.0 	7 	0.01 	4.74 	1.68 	3.21 	 
317	NGC7662	106-171 	631.0 	26.0 	3 	65.97 	1.24 	1.11 	1.17 	1.11
318	NGC7354	107+021 	579.0 	20.0 	1 	102.31 	1.34 	1.25 	1.30 	1.23
319	M1-80	107-021 	25.0 	8.0 	3 	27.61 	5.83 	4.75 	5.29 	4.88
320	K3-87	107-022 	4.5 	6.0 	3 	8.84	12.55 	9.12	10.84 	9.68
321	Vy2-3	107-131 	3.0 	4.6 	3 	10.02	15.53	11.43	13.48	12.10
322	We2-262	110+001 	2.7	130.0 	7 	0.01 	9.47 	3.55 	6.51 	 
323	K1-20	110-121 	1.3 	34.0 	7 	0.08	15.98 	7.27	11.63 	 
324	K4-58	111+061 	5.0 	10.0 	3 	3.53	11.06 	7.34 	9.20 	8.01
325	Hb-12	111-021 	45.0 	0.7 	2	6491.00 	6.75 	9.46 	8.11 	 
326	A84	112-101 	8.0	126.0 	3 	0.04 	6.03 	2.54 	4.28 	3.18
327	A82	114-041 	5.3 	81.0 	7 	0.06 	7.70 	3.39 	5.55 	 
328	M2-55	116+081 	19.0 	40.0 	3 	0.84 	5.05 	2.91 	3.98 	3.31
329	IC1454	117+181 	1.3 	34.0 	7 	0.08	15.98 	7.27	11.63 	 
330	Sh1-118	118+021 	21.0	115.0 	7 	0.11 	4.08 	1.92 	3.00 	 
331	VY1-1	118-081 	23.0 	6.0 	2 	45.16 	6.33 	5.41 	5.87 	5.47
332	NGC246	118-741 	248.0	224.0 	7 	0.35 	1.30 	0.69 	0.99 	 
333	BV5-1	119+001 	17.7 	41.6 	7 	0.72 	5.17 	2.93 	4.05 	 
334	A1	119+061 	6.2 	47.0 	7 	0.20 	7.87 	3.92 	5.90 	 
335	Hu1-1	119-061 	26.0 	10.0 	3 	18.38 	5.53 	4.33 	4.93 	4.50
336	NGC40	120+091 	460.0 	36.4 	1 	24.54 	1.34 	1.08 	1.21 	1.12
337	We1-1	121+031 	1.5 	19.0 	7 	0.29	16.53 	8.56	12.55 	 
338	A2	122-041 	2.3 	31.0 	7 	0.17	12.77 	6.26 	9.51 	 
339	IC3568	123+341 	95.0 	12.0 	1 	46.63 	3.12 	2.68 	2.90 	2.71
340	PHL932	125-471 	10.0	270.0 	3 	0.01 	4.86 	1.79 	3.33 	2.34
341	K3-90	126+031 	13.9 	10.0 	3 	9.82 	7.20 	5.29 	6.24 	5.60
342	K3-91	129+041 	1.5 	10.0 	7 	1.06	18.34	10.79	14.56 	 
343	We2-5	129-021 	24.8	194.0 	7 	0.05 	3.50 	1.51 	2.50 	 
344	IC1747	130+011 	124.0 	12.8 	1 	53.49 	2.76 	2.40 	2.58 	2.42
345	K3-92	130+031 	2.0 	13.0 	7 	0.84	15.58 	8.95	12.26 	 
346	NGC650-1	130-10 	125.0	100.0 	3 	0.88 	1.97 	1.14 	1.56 	1.30
347	M1-1	130-111 	8.0 	5.0 	3 	22.62	10.15 	8.10 	9.13 	8.37
348	A3	131+021 	2.7 	60.0 	7 	0.05	10.73 	4.69 	7.71 	 
349	K4-60	132-001 	560.0 	20.0 	7 	98.95 	1.36 	1.26 	1.31 	 
350	IC289	138+021 	170.0 	45.0 	1 	5.93 	1.97 	1.38 	1.68 	1.48
351	A6	139+041 	14.0	190.0 	7 	0.03 	4.46 	1.83 	3.15 	2.24
352	A5	141-071 	2.6	127.8 	7 	0.01 	9.65 	3.62 	6.63 	 
353	K3-94	142+031 	5.5 	10.0 	3 	3.89	10.62 	7.12 	8.87 	7.74
354	NGC1501	144+061 	210.0 	54.0 	1 	5.09 	1.75 	1.21 	1.48 	1.31
355	A4	144-051 	1.5 	20.0 	7 	0.27	16.40 	8.40	12.40 	 
356	M4-18	146+071 	22.0 	3.5 	2 	126.94 	7.03 	6.67 	6.85 	6.53
357	M2-2	147+041 	54.0 	7.0 	3 	77.89 	4.31 	3.90 	4.10 	3.88
358	M1-4	147-021 	90.0 	6.0 	2 	176.70 	3.57 	3.50 	3.53 	3.36
359	NGC3587	148+571 	101.0	170.0 	3 	0.25 	1.98 	1.01 	1.50 	1.19
360	K4-47	149+041 	7.7 	0.3 	2	8707.80	16.72	24.12	20.42 	 
361	VV1-2	151+021 	265.3	260.0 	7 	0.28 	1.23 	0.64 	0.94 	 
362	Sh2-207	151-021 	300.0	200.0 	7 	0.53 	1.22 	0.67 	0.95 	 
363	A16	153+221 	5.1	140.0 	7 	0.02 	7.16 	2.82 	4.99 	 
364	Pw1	158+171 	84.7 	0.0 	7 	0.00 	1.39 	0.41 	0.90 	 
365	A28	158+371 	5.3	268.0 	7 	0.01 	6.35 	2.20 	4.28 	 
366	IC351	159-151 	27.0 	7.0 	2 	38.95 	5.77 	4.86 	5.32 	4.94
367	We-2	160-001		1999.9 	92.0 	7 	16.70 	0.62 	0.49 	0.55 	 
368	IC2003	161-141 	30.0 	8.9 	2 	26.77 	5.31 	4.31 	4.81 	3.71
369	VV-47	164+331 	19.0	380.0 	7 	0.01 	3.51 	1.29 	2.40 	 
370	K3-67	165-061 	42.0 	2.2 	2 	613.34 	5.78 	6.41 	6.09 	5.99
371	NGC1514	165-151 	288.0	160.0 	3 	0.80 	1.29 	0.74 	1.01 	0.84
372	IC2149	166+101 	280.0 	9.3 	1 	228.82 	2.06 	2.08 	2.07 	1.99
373	CRL618	166-061 	67.0 	12.0 	7 	32.89 	3.61 	3.00 	3.30 	 
374	A8	167-001 	25.6 	60.0 	7 	0.50 	4.17 	2.28 	3.23 	 
375	K3-66	167-091 	18.0 	2.1 	2 	288.49 	8.31 	8.54 	8.42 	8.17
376	IC2120	169-001 	126.0 	47.0 	7 	4.03 	2.22 	1.50 	1.86 	 
377	K3-69	170+041 	0.4 	8.0 	2 	0.44	33.11	17.84	25.48	17.85
378	Ba-1	171-251 	13.0 	38.0 	7 	0.64 	5.97 	3.34 	4.66 	 
379	A9	172+001 	1.3 	37.0 	7 	0.07	15.77 	7.05	11.41 	 
380	H3-29	174-141 	18.0 	17.0 	3 	4.40 	5.93 	4.02 	4.98 	 
381	Pu1	181+011 	6.9 	66.0 	7 	0.11 	7.12 	3.36 	5.24 	 
382	Vy1-1	181-081 	28.9 	6.2 	7 	53.14 	5.72 	4.97 	5.34 	 
383	M1-5	184-021 	71.0 	2.3 	2 	948.64 	4.60 	5.33 	4.96 	4.94
384	M1-7	189+071 	13.0 	11.0 	3 	7.59 	7.29 	5.22 	6.26 	5.57
385	NGC2371-2	189+19 	87.0 	54.0 	1 	2.11 	2.54 	1.60 	2.07 	1.78
386	J320	190-171 	23.0 	7.1 	2 	32.25 	6.16 	5.09 	5.63 	5.21
387	J900	194+021 	100.0 	6.0 	2 	196.33 	3.41 	3.38 	3.40 	3.27
388	Sh2-226	195-001 	145.0 	67.0 	7 	2.28 	1.98 	1.26 	1.62 	 
389	VV1-5	196-011		1001.9	324.0 	7 	0.67 	0.68 	0.38 	0.53 	 
390	NGC2022	196-101 	91.0 	19.7 	1 	16.57 	2.93 	2.27 	2.60 	2.37
391	A11	196-121 	10.0 	32.0 	7 	0.69 	6.85 	3.87 	5.36 	 
392	NGC2392	197+171 	251.0 	46.0 	1 	8.38 	1.67 	1.21 	1.44 	1.29
393	VV1-4	197-021 	553.0	126.4 	7 	2.45 	1.02 	0.65 	0.84 	 
394	A14	197-031 	4.5 	32.8 	7 	0.30 	9.54 	4.95 	7.25 	 
395	K1-7	197-141 	2.0 	34.0 	7 	0.12	13.34 	6.33 	9.84 	 
396	A12	198-061 	36.0 	35.0 	3 	2.08 	3.94 	2.49 	3.21 	2.75
397	A19	200+081 	3.4 	67.0 	7 	0.05 	9.57 	4.19 	6.88 	 
398	K4-48	201+021 	14.0 	2.2 	2 	204.45 	9.16 	9.10 	9.13 	8.80
399	A13	204-081 	7.9	152.6 	7 	0.02 	5.88 	2.38 	4.13 	 
400	YM29	205+141 	327.0	615.0 	7 	0.06 	0.98 	0.44 	0.71 	 
401	NGC1535	206-401 	160.0 	18.4 	1 	33.40 	2.34 	1.94 	2.14 	1.98
402	A30	208+331 	2.3	127.0 	7 	0.01	10.17 	3.77 	6.97 	 
403	M1-8	210+011 	23.0 	18.4 	7 	4.80 	5.28 	3.62 	4.45 	 
404	M1-6	211-031 	86.0 	2.9 	3 	722.77 	4.09 	4.61 	4.35 	4.29
405	M1-9	212+041 	27.0 	2.3 	2 	360.75 	6.90 	7.26 	7.08 	6.90
406	A20	214+071 	7.0 	64.0 	3 	0.12 	7.12 	3.38 	5.25 	4.09
407	NGC2346	215+031 	86.0 	54.6 	1 	2.04 	2.55 	1.60 	2.07 	1.78
408	IC418	215-241		1550.0 	12.4 	1 	712.50 	0.96 	1.08 	1.02 	1.00
409	A7	215-301 	305.0	764.0 	7 	0.04 	0.98 	0.41 	0.70 	 
410	A18	216-001 	17.0 	73.2 	7 	0.22 	4.80 	2.42 	3.61 	 
411	A24	217+141 	36.0	354.8 	7 	0.02 	2.71 	1.08 	1.90 	 
412	A31	219+311 	101.9	972.0 	7 	0.01 	1.49 	0.54 	1.01 	 
413	NGC1360	220-531 	225.0	370.0 	3 	0.12 	1.25 	0.59 	0.92 	0.71
414	M3-3	221+051 	5.6 	12.2 	7 	2.66	10.21 	6.59 	8.40 	 
415	A17	221-041 	3.0 	42.8 	7 	0.12	10.84 	5.12 	7.98 	 
416	IC2165	221-121 	188.0 	7.7 	1 	224.12 	2.51 	2.53 	2.52 	2.43
417	We-6	224+011 	0.8 	62.0 	7 	0.01	17.79 	6.84	12.31 	 
418	K1-13	224+151 	58.9	166.0 	7 	0.15 	2.49 	1.21 	1.85 	 
419	M1-16	226+051 	31.0 	3.6 	2 	169.06 	6.06 	5.91 	5.99 	5.75
420	A32	227+331 	16.0	134.0 	7 	0.06 	4.46 	1.99 	3.23 	 
421	M1-17	228+051 	17.0 	2.3 	2 	227.14 	8.38 	8.42 	8.40 	7.91
422	M1-18	231+041 	1.4 	30.4 	7 	0.11	15.78 	7.39	11.58 	 
423	NGC2438	231+042 	67.0 	80.0 	3 	0.74 	2.66 	1.51 	2.09 	1.73
424	M1-13	232-011 	15.0 	10.0 	7 	10.60 	6.97 	5.16 	6.07 	 
425	M1-11	232-041 	113.0 	2.2 	2	1650.20 	3.81 	4.67 	4.24 	4.24
426	A15	233-161 	22.0 	34.0 	5 	1.35 	4.87 	2.94 	3.91 	3.26
427	NGC2440	234+021 	370.0 	18.4 	3 	77.24 	1.64 	1.49 	1.57 	1.49
428	VV1-7	235+011 	57.0	248.0 	7 	0.07 	2.37 	1.06 	1.72 	 
429	M1-14	235-011 	60.0 	4.7 	2 	191.98 	4.40 	4.35 	4.37 	4.21
430	M1-12	235-031 	41.0 	1.8 	2 	894.41 	6.03 	6.94 	6.48 	6.42
431	K1-12	236+031 	10.0 	37.0 	7 	0.52 	6.69 	3.67 	5.18 	 
432	Sa2-21	238+072 	2.4 	40.0 	7 	0.11	12.04 	5.63 	8.83 	 
433	A33	238+341 	14.0	268.0 	7 	0.01 	4.22 	1.62 	2.92 	 
434	NGC2610	239+131 	30.0 	49.0 	3 	0.88 	4.03 	2.33 	3.18 	2.66
435	Sa2-22	240+071 	4.5 	8.0 	7 	4.97	11.98 	8.22	10.10 	8.87
436	M3-2	240-071 	2.7 	7.6 	7 	3.30	14.97 	9.87	12.42 	 
437	M3-4	241+021 	2.4 	13.8 	7 	0.89	14.29 	8.26	11.28 	 
438	M3-1	242-111 	24.0 	11.0 	3 	14.02 	5.63 	4.29 	4.96 	4.50
439	NGC2452	243-011 	57.0 	19.6 	1 	10.49 	3.57 	2.64 	3.11 	2.79
440	M3-5	245+011 	10.0 	7.0 	3 	14.42 	8.75 	6.68 	7.72 	7.00
441	A34	248+291 	13.5	290.0 	7 	0.01 	4.23 	1.59 	2.91 	5.85
442	M4-2	248-081 	19.0 	6.0 	3 	37.30 	6.85 	5.75 	6.30 	 
443	A23	249-051 	6.8 	54.0 	7 	0.16 	7.40 	3.62 	5.51 	 
444	A26	250+001 	2.4 	40.0 	7 	0.11	12.04 	5.63 	8.83 	 
445	K1-21	251-011 	5.0 	29.0 	7 	0.42 	9.31 	5.00 	7.16 	 
446	K1-1	252+041 	11.2 	43.4 	7 	0.42 	6.22 	3.34 	4.78 	 
447	M3-6	254+051 	75.0 	11.0 	3 	43.81 	3.49 	2.98 	3.24 	3.02
448	H1-32	255-023 	37.0 	1.1 	6	2161.30 	6.81 	8.56 	7.69 	7.71
449	He2-9	258-001 	194.8 	4.4 	7 	711.18 	2.71 	3.05 	2.88 	 
450	He2-11	259+001 	444.6 	65.0 	7 	7.44 	1.24 	0.89 	1.07 	 
451	He2-15	261+021 	105.0 	20.0 	5 	18.55 	2.75 	2.16 	2.46 	2.24
452	NGC2818	261+081 	33.0 	50.0 	1 	0.93 	3.86 	2.25 	3.05 	2.56
453	NGC3242	261+321 	860.0 	40.0 	1 	37.99 	1.02 	0.86 	0.94 	0.87
454	PB2	263-051 	40.0 	3.0 	4 	314.13 	5.61 	5.82 	5.71 	5.55
455	He2-7	264-081 	47.0 	13.0 	5 	19.66 	4.14 	3.26 	3.70 	2.45
456	He2-5	264-121 	29.0 	3.0 	4 	227.75 	6.42 	6.45 	6.43 	6.21
457	NGC2792	265+041 	116.0 	50.0 	3 	3.28 	2.28 	1.50 	1.89 	1.66
458	PB3	269-031 	70.0 	7.0 	5 	100.97 	3.87 	3.59 	3.73 	3.54
459	NGC3132	272+121 	230.0 	45.0 	7 	8.03 	1.74 	1.25 	1.50 	 
460	He2-35	274+022 	20.0 	5.0 	4 	56.54 	6.91 	6.04 	6.48 	6.07
461	He2-37	274+031 	22.6 	23.0 	7 	3.02 	5.13 	3.36 	4.24 	 
462	He2-28	275-021 	20.0 	10.0 	5 	14.14 	6.18 	4.71 	5.44 	4.93
463	He2-29	275-022 	24.0 	14.0 	5 	8.65 	5.42 	3.94 	4.68 	4.17
464	He2-25	275-031 	827.9 	4.4 	7	3022.50 	1.48 	1.92 	1.70 	 
465	PB4	275-041 	71.0 	10.8 	4 	43.02 	3.58 	3.05 	3.32 	3.09
466	He2-21	275-042 	16.0 	2.4 	7 	196.33 	8.54 	8.45 	8.50 	 
467	NGC2899	277-031 	86.0 	90.0 	4 	0.75 	2.35 	1.34 	1.84 	1.53
468	PB6	278+051 	30.0 	11.0 	4 	17.52 	5.13 	4.00 	4.56 	4.16
469	NGC2867	278-051 	252.0 	15.2 	1 	77.09 	1.99 	1.80 	1.90 	1.79
470	He2-26	278-061 	40.0 	38.0 	4 	1.96 	3.72 	2.33 	3.03 	 
471	He2-36	279-031 	90.0 	10.0 	5 	63.61 	3.28 	2.91 	3.10 	2.67
472	IC2501	281-051 	261.0 	2.0 	4	4611.90 	2.72 	3.69 	3.21 	3.25
473	My60	283+021 	60.0 	7.4 	4 	77.44 	4.09 	3.69 	3.89 	3.67
474	K1-22	283+025 	11.5	181.0 	7 	0.02 	4.89 	1.98 	3.43 	2.91
475	He2-50	283+031 	11.3 	11.8 	7 	5.74 	7.64 	5.33 	6.49 	 
476	Pe1-1	285+011 	125.3 	3.0 	7 	984.02 	3.47 	4.04 	3.75 	 
477	IC2553	285-051 	92.0 	8.8 	4 	83.97 	3.32 	3.03 	3.17 	3.00
478	IC2448	285-141 	73.0 	9.3 	1 	59.66 	3.63 	3.19 	3.41 	3.20
479	NGC3211	286-041 	228.0 	16.0 	3 	62.95 	2.06 	1.82 	1.94 	1.83
480	H2-41	286-061 	41.0 	10.0 	4 	28.98 	4.57 	3.74 	4.16 	3.83
481	He2-51	288-051 	57.0 	9.0 	7 	49.74 	4.05 	3.50 	3.77 	 
482	He2-63	289+071 	12.0 	3.0 	7 	94.24 	9.30 	8.55 	8.93 	 
483	AGCAR	289-001 	347.6 	35.6 	7 	19.39 	1.52 	1.20 	1.36 	 
484	Fg-1	290+071 	55.0 	27.2 	4 	5.25 	3.44 	2.38 	2.91 	2.55
485	IC2621	291-041 	195.0 	5.0 	4 	551.30 	2.65 	2.92 	2.79 	2.74
486	IC2501	291-051 	267.5 	9.0 	7 	233.42 	2.11 	2.13 	2.12 	 
487	NGC3699	292+011 	67.0 	44.8 	4 	2.36 	2.92 	1.86 	2.39 	2.05
488	PB8	292+041 	27.0 	5.0 	4 	76.33 	6.09 	5.49 	5.79 	5.47
489	NGC3918	294+041 	859.0 	16.0 	4 	237.16 	1.18 	1.19 	1.19 	1.15
490	NGC4361	294+431 	207.0	114.0 	4 	1.13 	1.56 	0.93 	1.25 	1.06
491	He2-73	296-031 	76.0 	4.0 	5 	335.73 	4.09 	4.27 	4.18 	4.07
492	NGC3195	296-201 	35.0 	39.4 	4 	1.59 	3.91 	2.40 	3.16 	2.68
493	NGC4071	298-041 	26.0 	63.4 	4 	0.46 	4.11 	2.23 	3.17 	2.58
494	He2-85	300-011 	111.7 	10.2 	7 	75.88 	2.99 	2.70 	2.84 	 
495	He2-86	300-021 	125.0 	3.6 	5 	681.71 	3.37 	3.78 	3.58 	3.53
496	A35	303+401 	255.0	772.0 	7 	0.03 	1.05 	0.44 	0.74 	 
497	Ic4191	304-041 	172.0 	14.0 	4 	62.03 	2.37 	2.10 	2.23 	2.10
498	Th2-A	306-001 	60.0 	24.4 	5 	7.12 	3.37 	2.40 	2.89 	2.57
499	NGC5189	307-031 	455.0	140.0 	1 	1.64 	1.09 	0.67 	0.88 	0.75
500	MyCn18	307-041 	106.0 	6.0 	5 	208.11 	3.33 	3.32 	3.32 	3.21
501	He2-105	308-121 	14.0 	35.0 	5 	0.81 	5.86 	3.36 	4.61 	3.84
502	He2-99	309-041 	18.0 	17.0 	5 	4.40 	5.93 	4.02 	4.98 	4.36
503	NGC5315	309-042 	442.0 	6.1 	1 	839.57 	1.82 	2.09 	1.96 	1.93
504	He2-103	310-021 	18.0 	20.0 	7 	3.18 	5.77 	3.79 	4.78 	 
505	He2-102	311+021 	33.0 	9.0 	5 	28.80 	5.09 	4.17 	4.63 	4.27
506	NGC5307	312+101 	95.0 	12.6 	4 	42.29 	3.09 	2.63 	2.86 	2.67
507	He2-107	312-011 	65.0 	10.0 	5 	45.94 	3.77 	3.23 	3.50 	3.26
508	He2-109	315+051 	15.8 	7.4 	7 	20.39 	7.16 	5.66 	6.41 	 
509	He2-111	315-001 	73.0 	12.0 	7 	35.83 	3.48 	2.91 	3.20 	 
510	He2-131	315-131 	325.0 	6.0 	3 	638.08 	2.08 	2.32 	2.20 	2.17
511	He2-108	316+081 	32.0 	11.0 	4 	18.69 	4.99 	3.91 	4.45 	4.06
512	He2-119	317-051 	94.0 	50.0 	5 	2.66 	2.49 	1.61 	2.05 	1.77
513	A36	318+411 	174.0	367.0 	7 	0.09 	1.39 	0.64 	1.02 	 
514	He2-114	318-021 	11.0 	36.6 	7 	0.58 	6.44 	3.57 	5.01 	 
515	He2-116	318-022 	6.8 	51.0 	7 	0.18 	7.47 	3.70 	5.59 	 
516	HE2-112	319+061 	82.0 	14.6 	4 	27.19 	3.21 	2.62 	2.91 	2.69
517	IC4406	319+151 	110.0 	34.5 	4 	6.53 	2.47 	1.75 	2.11 	1.87
518	He2-138	320-091 	76.0 	7.0 	4 	109.63 	3.74 	3.49 	3.61 	3.43
519	He2-120	321+011 	26.0 	27.0 	5 	2.52 	4.71 	3.03 	3.87 	3.34
520	HE2-115	321+021 	156.0 	3.0 	5	1225.10 	3.17 	3.76 	3.47 	3.44
521	He2-117	321+022 	267.0 	5.0 	5 	754.86 	2.33 	2.64 	2.48 	2.45
522	Pe2-8	322-001 	100.0 	1.6 	5	2760.90 	4.22 	5.44 	4.83 	4.86
523	Mz1	322-021 	61.0 	25.2 	4 	6.79 	3.33 	2.36 	2.85 	2.53
524	NGC5979	322-051 	117.0 	8.0 	4 	129.21 	3.05 	2.90 	2.97 	2.84
525	He2-123	323+021 	110.0 	4.6 	5 	367.43 	3.42 	3.61 	3.52 	3.43
526	He2-132	323-021 	25.0 	18.0 	5 	5.45 	5.12 	3.55 	4.33 	3.82
527	He2-164	323-031 	97.0 	16.0 	7 	26.78 	2.95 	2.40 	2.67 	 
528	He2-125	324+021 	20.4 	3.0 	7 	160.21 	7.44 	7.22 	7.33 	 
529	He2-133	324-011 	210.0 	4.0 	5 	927.68 	2.67 	3.09 	2.88 	2.85
530	He2-129	325+031 	35.0 	1.6 	5 	966.33 	6.56 	7.62 	7.09 	7.02
531	He2-141	325-041 	51.0 	13.8 	4 	18.93 	3.96 	3.11 	3.53 	3.23
532	IC972	326+421 	6.8 	47.0 	7 	0.22 	7.57 	3.81 	5.69 	 
533	NGC5882	327+101 	334.0 	14.0 	1 	120.44 	1.79 	1.69 	1.74 	1.65
534	He2-143	327-011 	120.0 	5.2 	5 	313.67 	3.23 	3.36 	3.30 	3.20
535	He2-140	327-012 	80.0 	2.6 	5 	836.45 	4.29 	4.91 	4.60 	4.55
536	He2-142	327-021 	65.0 	3.4 	4 	397.42 	4.48 	4.76 	4.62 	4.51
537	He2-158	327-061 	2.7 	2.0 	7 	47.71	18.57	15.95	17.26 	 
538	He2-163	327-071 	3.4 	20.0 	7 	0.60	11.63 	6.47 	9.05 	 
539	He2-146	328-021 	186.0 	22.0 	7 	27.16 	2.13 	1.74 	1.93 	 
540	Sp1	329+021 	75.0 	72.0 	7 	1.02 	2.58 	1.52 	2.05 	 
541	He2-149	329-021 	10.0 	3.0 	5 	78.53	10.04 	9.07 	9.55 	9.02
542	Mz2	329-022 	75.0 	22.8 	4 	10.20 	3.10 	2.29 	2.70 	2.42
543	He2-153	330-021 	1.1 	13.0 	7 	0.46	20.02	10.84	15.43 	 
544	He2-159	330-031 	25.0 	10.0 	7 	17.67 	5.62 	4.38 	5.00 	 
545	NGC5873	331+161 	48.0 	5.4 	4 	116.35 	4.72 	4.44 	4.58 	4.37
546	Mz3	331-011 	649.0 	25.4 	4 	71.10 	1.23 	1.11 	1.17 	1.10
547	He2-157	331-021 	30.0 	3.0 	7 	235.60 	6.33 	6.38 	6.35 	 
548	He2-161	331-022 	32.0 	10.0 	5 	22.62 	5.07 	4.05 	4.56 	4.18
549	He2-165	331-032 	15.9 	50.0 	7 	0.45 	5.25 	2.84 	4.04 	 
550	He2-164	332-031 	97.0 	16.0 	5 	26.78 	2.95 	2.40 	2.67 	2.46
551	He2-152	333+011 	196.0 	11.0 	5 	114.49 	2.33 	2.19 	2.26 	2.16
552	IC4642	334-091 	60.0 	15.4 	5 	17.88 	3.63 	2.84 	3.23 	2.95
553	He2-169	335-011 	128.0 	8.0 	5 	141.36 	2.94 	2.82 	2.88 	2.76
554	Hf2-1	335-041 	9.1 	9.4 	7 	7.28 	8.69 	6.19 	7.44 	 
555	Pe1-6	336+011 	40.0 	7.2 	5 	54.54 	4.87 	4.25 	4.56 	4.27
556	He2-186	336-051 	21.0 	3.0 	5 	164.92 	7.35 	7.15 	7.25 	6.95
557	PC14	336-061 	30.0 	7.0 	5 	43.27 	5.52 	4.70 	5.11 	4.76
558	He2-155	338+051 	70.0 	14.6 	5 	23.21 	3.43 	2.75 	3.09 	2.84
559	NGC6326	338-081 	70.0 	11.8 	1 	35.53 	3.55 	2.97 	3.26 	3.03
560	LoTr5	339+881 	5.6 	10.6 	7 	3.52	10.45 	6.93 	8.69 	 
561	K1-32	340+121 	3.5 	59.0 	3 	0.07 	9.65 	4.34 	6.99 	5.33
562	NGC6153	341+051 	477.0 	23.4 	1 	61.57 	1.42 	1.26 	1.34 	1.26
563	NGC6026	341+131 	22.0 	42.0 	3 	0.88 	4.71 	2.72 	3.72 	3.10
564	H1-13	342+001 	620.0 	14.0 	3 	223.58 	1.38 	1.39 	1.39 	1.34
565	NGC6072	342+101 	164.0 	70.0 	1 	2.37 	1.87 	1.19 	1.53 	1.32
566	Me2-1	342+271 	30.0 	7.0 	2 	43.27 	5.52 	4.70 	5.11 	4.76
567	Sp3	342-141 	61.0 	35.6 	7 	3.40 	3.15 	2.09 	2.62 	 
568	PC17	343-071 	14.7 	5.0 	7 	41.56 	7.86 	6.67 	7.27 	 
569	IC4637	345+001 	132.5 	18.6 	7 	27.07 	2.53 	2.06 	2.29 	 
570	He2-175	345+061 	26.8 	6.6 	7 	43.49 	5.84 	4.98 	5.41 	 
571	Tc1	345-081 	801.0 	9.6 	4 	614.31 	1.32 	1.47 	1.39 	1.37
572	K1-3	346+121		1116.9 	92.0 	7 	9.33 	0.80 	0.58 	0.69 	 
573	IC4663	346-081 	45.0 	14.4 	4 	15.34 	4.14 	3.19 	3.66 	3.33
574	He2-181	347+051 	62.0 	0.8 	7	6847.10 	5.77 	8.14 	6.96 	7.08
575	IC4699	348-131 	20.0 	6.8 	4 	30.57 	6.57 	5.41 	5.99 	5.53
576	NGC6302	349+011		3034.0 	44.6 	1 	107.81 	0.59 	0.55 	0.57 	0.54
577	M2-4	349+041 	32.0 	2.1 	6 	512.87 	6.52 	7.11 	6.81 	6.68
