ID   	l		b		Name   	PK	HelioVel(km/s) HelioVelUncert(km/s)
389	121.6759	+03.5558	We1-1	121+ 3 1 	-77.3 	5.0
390	122.1525	-04.9030	A2	122- 4 1 	-41.8 	3.1
391	123.6510	+34.5388	IC3568	123+34 1 	-41.1 	0.8
392	126.3848	+02.9970	K3-90	126+ 3 1 	-49.4 	5.0
393	128.0274	-04.0583	Simeiz22	128- 4 1 	-26.0	10.0
394	130.2773	+01.3976	IC1747	130+ 1 1 	-66.5 	3.3
395	130.3602	-11.7385	M1-1	130-11 1 	-38.0 	1.9
396	130.4839	+03.1538	K3-92	130+ 3 1 	-61.7 	2.8
397	130.9339	-10.5052	NGC650-1	130-10 1 	-19.1 	1.2
398	131.4217	-05.4470	BV5-3	131- 5 1 	-59.0	40.0
399	133.1181	-08.6368	M1-2	133- 8 1 	-12.1 	2.0
400	136.3931	+05.5379	HFG1	136+ 5 1 	-26.0 	1.0
401	138.8166	+02.8045	IC289	138+ 2 1 	-13.4 	4.0
402	144.5605	+06.5515	NGC1501	144+ 6 1 	36.2 	1.4
403	146.7948	+07.6012	M4-18	146+ 7 1 	-17.0	12.0
404	147.4004	-02.3069	M1-4	147- 2 1 	-33.0 	4.0
405	147.8729	+04.1943	M2-2	147+ 4 1 	-7.0	40.0
406	148.4893	+57.0501	NGC3587	148+57 1 	6.0 	3.1
407	149.7147	-03.3976	IsWe1	150- 3 1 	-1.5 	0.5
408	158.8018	+37.1794	A28	158+37 1 	-2.0	30.0
409	159.0598	-15.1906	IC351	159-15 1 	-9.1 	1.4
410	161.2774	-14.8907	IC2003	161-14 1 	-15.5 	2.2
411	164.8060	+31.1811	JnEr1	164+31 1 	-84.3 	8.8
412	165.5337	-15.2884	NGC1514	165-15 1 	59.8 	4.4
413	165.5433	-06.5737	K3-67	165- 6 1 	-77.0 	1.4
414	166.1563	+10.4755	IC2149	166+10 1 	-30.7 	2.1
415	167.0432	-00.9723	A8	167- 0 1 	58.2 	6.5
416	167.4629	-09.1108	K3-66	167- 9 1 	-67.5 	1.7
417	169.6509	-00.0749	IC2120	169- 0 1 	-8.0 	4.6
418	170.7398	+04.6506	K3-69	170+ 4 1 	22.9 	4.0
419	171.2998	-25.8130	Ba1	171-25 1 	-17.0 	0.1
420	173.5108	+03.2261	Pu2	173+ 3 1 	45.0 	5.2
421	173.7726	-05.8695	K2-1	173- 5 1 	19.2 	4.5
422	174.2483	-14.6039	H3-29	174-14 1 	-19.9 	2.0
423	178.3262	-02.5721	K3-68	178- 2 1 	65.0 	4.8
424	181.5300	+00.9222	Pu1	181+ 0 1 	38.6 	5.1
425	184.0453	-02.1424	M1-5	184- 2 1 	37.0 	3.2
426	184.6072	+00.6670	K3-70	184+ 0 1 	26.9 	4.5
427	184.8914	+04.4045	K3-71	184+ 4 1 	18.0 	2.5
428	189.1563	+19.8433	NGC2371-2	189+19 1 	20.8 	3.2
429	189.8943	+07.7930	M1-7	189+ 7 1 	2.1 	9.2
430	190.3949	-17.7599	J320	190-17 1 	-23.4 	0.7
431	193.6471	-09.5741	H3-75	193- 9 1 	22.9 	2.0
432	194.2425	+02.5957	J900	194+ 2 1 	47.2 	0.4
433	196.6849	-10.9418	NGC2022	196-10 1 	14.0 	1.5
434	197.2708	-14.2375	K1-7	197-14 1 	57.6 	3.5
435	197.4051	-06.4420	WeDe1	197- 6 1 	16.0	30.0
436	197.8784	+17.4002	NGC2392	197+17 1 	75.0 	2.1
437	204.1650	+04.7599	K2-2	204+ 4 1 	28.0	30.0
438	205.1438	+14.2397	A21	205+14 1 	28.8 	5.2
439	205.8739	-26.7306	MaC2-1	205-26 1 	74.1 	0.3
440	206.4767	-40.5642	NGC1535	206-40 1 	-3.2 	1.4
441	210.3784	+01.9036	M1-8	210+ 1 1 	52.0	40.0
442	211.2248	-03.5323	M1-6	211- 3 1 	65.6 	0.2
443	212.0330	+04.3559	M1-9	212+ 4 1 	118.0	14.0
444	215.2120	-24.2837	IC418	215-24 1 	61.9 	0.5
445	215.5701	-30.8542	A7	215-30 1 	18.0 	7.5
446	215.6328	+11.1756	K1-11	215+11 1 	26.8 	2.8
447	215.6991	+03.6213	NGC2346	215+ 3 1 	21.8 	0.9
448	217.0436	-00.0591	MaC1-1	217- 0 1 	53.0 	4.0
449	217.1751	+14.7530	A24	217+14 1 	12.7 	4.0
450	217.4372	+02.0151	St3-1	217+ 2 1 	54.5 	0.5
451	219.1311	+31.2910	A31	219+31 1 	41.0	30.0
452	220.3634	-53.9336	NGC1360	220-53 1 	41.8 	4.0
453	221.3226	-12.3945	IC2165	221-12 1 	53.9 	2.3
454	221.7436	+05.3162	M3-3	221+ 5 1 	95.0	40.0
455	224.3970	+15.3100	K1-13	224+15 1 	16.0	30.0
456	226.7995	+05.6272	M1-16	226+ 5 1 	65.6 	4.0
457	228.8304	+05.3668	M1-17	228+ 5 1 	49.3 	5.1
458	231.4965	+04.3521	M1-18	231+ 4 1 	18.0	40.0
459	231.8011	+04.1161	NGC2438	231+ 4 2 	75.4 	2.5
460	232.0197	+05.7254	SaSt2-3	232+ 5 1 	166.0 	0.2
461	232.4142	-01.8506	M1-13	232- 1 1 	45.5 	0.3
462	232.8367	-04.7301	M1-11	232- 4 1 	16.3	14.1
463	233.5327	-16.3142	A15	233-16 1 	35.0 	3.0
464	234.3396	-06.6213	K2-3	234- 6 1 	65.2 	8.0
465	234.8381	+02.4210	NGC2440	234+ 2 1 	62.7 	0.4
466	234.9953	-01.4421	M1-14	235- 1 1 	77.4 	5.4
467	235.3833	-03.9203	M1-12	235- 3 1 	95.8 	4.0
468	236.7688	+03.5686	K1-12	236+ 3 1 	58.8 	6.6
469	238.0219	+34.8658	A33	238+34 1 	60.1 	4.0
470	239.6284	+13.9486	NGC2610	239+13 1 	88.9 	2.8
471	240.3698	-07.6291	M3-2	240- 7 1 	67.7	15.0
472	241.0921	+02.3541	M3-4	241+ 2 1 	74.0	40.0
473	242.6459	-11.6071	M3-1	242-11 1 	56.8	14.0
474	243.3794	-01.0387	NGC2452	243- 1 1 	62.0 	2.8
475	245.4156	+01.6291	M3-5	245+ 1 1 	64.0	40.0
476	253.5772	+10.7797	K1-2	253+10 1 	66.0 	4.0
477	253.9709	+05.7780	M3-6	254+ 5 1 	45.8 	0.3
478	258.1368	-00.3918	Sa2-26	258- 0 1 	53.1 	0.1
479	261.0503	+32.0498	NGC3242	261+32 1 	4.4 	0.6
480	261.6143	+03.0052	Sa2-32	261+ 2 1 	16.4 	1.5
481	261.9821	+08.5843	NGC2818	261+ 8 1 	-0.9 	2.9
482	264.1642	-08.1421	He2-7	264- 8 1 	88.0 	4.0
483	264.4110	-12.7733	He2-5	264-12 1 	133.0 	4.0
484	265.1145	-04.2107	ESO259-10	265- 4 1 	49.0 	3.0
485	265.7516	+04.1013	NGC2792	265+ 4 1 	14.0 	2.6
486	268.4260	+02.4805	PB5	268+ 2 1 	53.3 	4.0
487	272.1139	+12.3973	NGC3132	272+12 1 	-16.0 	4.1
488	273.2954	-03.7870	He2-18	273- 3 1 	40.0	19.0
489	274.3100	+09.1119	Lo4	274+ 9 1 	33.0	20.0
490	274.6226	+02.1762	Sa2-48	274+ 2 2 	184.3 	0.3
491	274.6920	+03.5438	He2-37	274+ 3 1 	12.0 	5.0
492	275.3912	-04.6987	He2-21	275- 4 2 	131.3 	4.0
493	275.5183	-01.3241	Pe2-4	275- 1 1 	17.0	16.0
494	275.8685	-02.9801	He2-29	275- 2 2 	25.0 	6.0
495	277.1496	-03.8308	NGC2899	277- 3 1 	3.4 	2.8
496	278.1591	-05.9357	NGC2867	278- 5 1 	12.9 	2.0
497	278.6169	-06.7413	He2-26	278- 6 1 	98.8 	4.0
498	278.8571	+04.9960	Sa2-58	278+ 5 1 	58.7 	1.3
499	279.6080	-03.1864	He2-36	279- 3 1 	-7.1 	2.0
500	280.0061	+02.9861	Sa2-56	280+ 2 1 	71.9 	0.9
501	281.0107	-05.6959	IC2501	281- 5 1 	31.5 	0.2
502	283.3990	+03.9056	He2-50	283+ 3 1 	10.9 	0.3
503	283.6717	+25.3140	K1-22	283+25 1 	-14.0 	4.0
504	283.8180	-04.2391	He2-39	283- 4 1 	-23.0	20.0
505	283.9409	-01.8518	Hf4	283- 1 1 	22.0	12.0
506	285.4929	+02.2470	Pe2-7	285+ 2 1 	26.5 	4.0
507	285.4501	+01.5041	Pe1-1	285+ 1 1 	19.8 	0.5
508	285.4626	-05.3754	IC2553	285- 5 1 	37.3 	6.3
509	285.6674	-02.7414	He2-47	285- 2 1 	-17.7 	4.0
510	285.7343	+01.2975	Pe1-2	285+ 1 2 	73.2 	4.0
511	285.7991	-14.9515	IC2448	285-14 1 	-24.0 	4.0
512	286.0437	-06.5556	He2-41	286- 6 1 	95.9 	4.0
513	286.3566	+02.8186	Sa2-68	286+ 2 1 	-21.0 	0.3
514	286.3011	-04.8684	NGC3211	286- 4 1 	-22.3 	1.6
515	286.8768	-29.5770	K1-27	286-29 1 	75.0	75.0
516	288.4436	+00.3809	Hf38	288+ 0 1 	64.0 	4.0
517	288.8790	-05.2154	He2-51	288- 5 1 	8.0 	3.0
518	289.8191	+07.7764	He2-63	289+ 7 1 	123.2 	6.8
519	290.5047	+07.9263	Fg1	290+ 7 1 	28.6 	2.4
520	291.3751	-26.2931	Vo1 	  	-55.9 	4.0
521	291.6405	-04.8420	IC2621	291- 4 1 	11.4 	5.0
522	291.7394	+03.7353	He2-64	291+ 3 1 	72.0	20.0
523	292.4398	+04.1676	Sa2-77	292+ 4 1 	21.9 	1.2
524	292.6529	+01.2379	NGC3699	292+ 1 1 	-15.8 	7.8
525	292.8023	+01.1262	He2-67	292+ 1 2 	59.5 	4.0
526	293.6146	+10.9644	BlDz1	293+10 1 	-10.0 	8.0
527	294.1151	+43.6246	NGC4361	294+43 1 	9.3 	1.3
528	294.6899	+04.7080	NGC3918	294+ 4 1 	-16.1 	0.9
529	294.9339	-04.3435	He2-68	294- 4 1 	40.5 	4.0
530	295.3258	-09.3505	He2-62	295- 9 1 	89.8 	4.0
531	296.3917	-03.0714	He2-73	296- 3 1 	-1.3 	2.4
532	296.4673	-06.9088	He2-71	296- 6 1 	57.9 	9.4
533	296.6241	-20.0417	NGC3195	296-20 1 	-7.3 	2.8
534	297.4547	+03.7107	He2-78	297+ 3 1 	25.8 	4.0
535	298.3015	+06.6744	Po1 	  	-38.0 	6.0
536	298.3946	-04.8575	NGC4071	298- 4 1 	11.0 	1.6
537	299.5136	+02.4682	He2-82	299+ 2 1 	-12.5 	9.6
538	300.4293	-00.9814	He2-84	300- 0 1 	-44.0	20.0
539	300.7108	-02.0865	Sa2-86	300- 2 1 	-7.5 	0.2
540	300.8125	-03.4554	ESO095-12	300- 3 1 	57.0	20.0
541	302.3273	-01.2959	DuRe1 	  	55.1 	6.1
542	303.5754	+40.0021	A35	303+40 1 	-6.6 	3.8
543	304.2017	+05.9547	Wray16-122	304+ 5 2 	-30.0	20.0
544	304.5866	-04.8275	IC4191	304- 4 1 	-18.3 	6.4
545	304.8598	+05.1621	He2-88	304+ 5 1 	-4.8 	2.0
546	305.6179	-13.1267	ESO040-11	305-13 1 	-16.0	13.0
547	306.4139	-00.6890	Th2-A	306- 0 1 	-45.0	18.0
548	307.2062	-03.4514	NGC5189	307- 3 1 	-9.5 	4.0
549	307.2329	-09.0618	He2-97	307- 9 1 	51.6	41.3
550	307.5499	-04.9424	MyCn18	307- 4 1 	-67.8 	9.3
551	309.0216	+00.8908	He2-96	309+ 0 1 	-53.2 	4.0
552	309.0031	-04.2420	He2-99	309- 4 1 	1.2 	0.2
553	309.1138	-04.3950	NGC5315	309- 4 2 	-34.5 	6.2
554	309.2963	+01.3914	VBRC5	309+ 1 1 	-59.0	10.0
555	309.5313	-02.9312	MaC1-2 	  	-47.1 	4.0
556	310.3819	+24.7723	Lo8	310+24 1 	-3.0 	2.7
557	310.7590	-02.9440	He2-103	310- 2 1 	-29.9 	2.0
558	311.0459	+02.4777	SuWt2	311+ 2 2 	-40.0 	9.0
559	311.1731	+03.3977	He2-101	311+ 3 1 	-40.8 	4.0
560	312.0262	-02.0279	He2-106	312- 2 1 	8.0	20.0
561	312.3674	+10.5718	NGC5307	312+10 1 	39.9 	1.9
562	315.0309	-00.3706	He2-111	315- 0 1 	-10.4 	3.2
563	315.1080	-13.0813	He2-131	315-13 1 	-1.2 	4.4
564	315.4796	+09.4616	He2-104	315+ 9 1	-143.6 	4.0
565	316.1712	+08.4507	He2-108	316+ 8 1 	-11.1 	0.4
566	317.1389	-05.7142	He2-119	317- 5 1 	-11.0	19.0
567	318.3821	-02.0624	He2-114	318- 2 1 	-37.0 	2.0
568	318.4626	+41.4997	A36	318+41 1 	36.8 	3.3
569	319.6872	+15.7393	IC4406	319+15 1 	-41.4 	2.9
570	320.1342	-09.6580	He2-138	320- 9 1 	-56.9 	0.3
571	320.3346	-28.8883	He2-434	320-28 1 	38.0 	4.5
572	320.9948	+02.0920	He2-117	321+ 2 2 	44.6 	6.9
573	321.0493	+03.9880	He2-113	321+ 3 1 	-56.9 	0.3
574	321.3023	+02.8385	He2-115	321+ 2 1 	-56.2 	3.9
575	321.3055	-16.7807	He2-185	321-16 1 	-6.0 	7.0
576	321.8811	+01.9528	He2-120	321+ 1 1 	-18.4 	5.1
577	322.1768	-06.6030	He2-136	322- 6 1	-135.0 	9.0
578	322.4691	-00.1776	Pe2-8	322- 0 1 	-16.3 	4.0
579	322.4917	-02.6112	Mz1	322- 2 1 	-32.3 	3.2
580	322.5806	-05.2622	NGC5979	322- 5 1 	23.0 	3.0
581	323.1219	-02.5642	He2-132	323- 2 1	-131.0	10.0
582	323.6266	-04.5125	IRAS15463-5949 	  	-41.0	25.0
583	323.9567	+02.4579	He2-123	323+ 2 1 	-12.0	10.0
584	324.0865	+03.5309	PM1-89 	  	-81.0	20.0
585	324.1666	+09.0779	ESO223-10	324+ 9 1 	-55.0	19.0
586	324.2673	+02.5887	He2-125	324+ 2 1 	-37.1 	4.5
587	325.0692	+03.2743	He2-129	325+ 3 1 	-16.3 	2.4
588	325.4975	-04.0067	He2-141	325- 4 1 	-46.0 	9.0
589	325.8599	+04.5701	He2-128	325+ 4 1 	-94.8 	0.7
590	325.8243	-12.8216	He2-182	325-12 1 	-89.5 	0.3
591	326.0519	-06.5467	He2-151	326- 6 1	-128.2 	6.7
592	326.7604	+42.2416	IC972	326+42 1 	-26.6 	4.0
593	327.1489	-01.8640	He2-140	327- 1 2 	-70.2 	2.8
594	327.1952	-02.2044	He2-142	327- 2 1 	-94.5 	0.3
595	327.5774	+13.3296	He2-118	327+13 1	-134.2	24.8
596	327.8181	+10.0801	NGC5882	327+10 1 	9.7 	4.6
597	327.8499	-01.6709	He2-143	327- 1 1 	-35.0	10.0
598	327.8867	-06.1374	He2-158	327- 6 1 	-39.0 	9.0
599	327.8224	-07.2767	He2-163	327- 7 1 	-45.0 	9.0
600	328.9742	-02.4978	He2-146	328- 2 1 	61.0 	4.8
601	329.0791	+01.9572	Sp1	329+ 2 1 	-31.5 	2.5
602	329.3826	-02.8711	Mz2	329- 2 2 	-29.7 	2.1
603	329.4774	-02.7442	He2-149	329- 2 1	-113.0	10.0
604	330.2554	+05.9262	Lo9	330+ 5 1 	-33.0	15.0
605	330.6504	-02.1235	He2-153	330- 2 1 	-40.2	10.2
606	330.6381	-03.6161	He2-159	330- 3 1 	-89.2 	7.2
607	330.7786	+04.1534	Cn1-1	330+ 4 1 	-9.0	15.0
608	330.9859	+04.3903	Wray16-189	330+ 4 2 	27.0	15.0
609	331.0756	-02.7501	He2-157	331- 2 1 	-70.0 	9.0
610	331.1347	-05.7653	PC11	331- 5 1 	-52.0	15.0
611	331.3251	+16.8296	NGC5873	331+16 1	-130.5 	2.0
612	331.3102	-12.1643	He3-1357 	  	13.0 	2.0
613	331.4086	-03.5816	He2-162	331- 3 1 	30.6 	7.7
614	331.5419	-02.7872	He2-161	331- 2 2 	-98.0 	9.0
615	331.5296	-03.9018	He2-165	331- 3 2 	-17.7 	1.9
616	331.7287	-01.0109	Mz3	331- 1 1 	-21.2 	4.6
617	332.0795	-03.3613	He2-164	332- 3 1 	-73.0 	7.7
618	332.3025	-04.2610	He2-170	332- 4 1 	60.6 	7.7
619	332.9155	-09.9084	He3-1333 	  	-65.6	12.0
620	333.4293	+01.1873	He2-152	333+ 1 1 	-63.5 	7.1
621	333.4867	-04.0569	HaTr 3	333- 4 1 	-88.0	15.0
622	334.3914	-09.3462	IC4642	334- 9 1 	43.9 	2.9
623	334.8432	-07.4638	SaSt2-12	334- 7 1 	-63.0 	0.5
624	335.2522	-03.6198	HaTr4	335- 3 1 	-97.0	15.0
625	335.4710	+09.2670	ESO330-02	335+ 9 1 	-62.0	15.0
626	335.6621	-04.0270	MeWe1-8 	  	24.0	15.0
627	335.9293	-03.6561	MeWe1-7 	  	-85.0	15.0
628	336.2209	+01.9730	Pe1-6	336+ 1 1 	-76.0	10.0
629	336.2884	-06.9912	PC14	336- 6 1 	-46.0 	7.2
630	336.3085	-05.6961	He2-186	336- 5 1 	-72.3 	8.8
631	336.8226	-07.2376	K2-17	336- 7 1 	8.0	15.0
632	336.9441	+08.3794	StWr4-10	336+ 8 1	-159.0	15.0
633	336.9798	-11.5806	MeWe1-10 	  	-14.0	15.0
634	337.4737	+01.6195	Pe1-7	337+ 1 1 	-33.0 	9.0
635	337.4969	-09.1849	Wray16-266	337- 9 1	-101.0	15.0
636	337.5523	-05.1416	He2-187	337- 5 1 	52.0	15.0
637	337.6184	-04.2478	MeWe1-9 	  	-96.0	15.0
638	338.2000	-08.3841	NGC6326	338- 8 1 	8.5 	1.5
639	338.8042	+05.6814	He2-155	338+ 5 1 	-35.3	15.0
640	340.4812	-14.1967	Sa1-6	340-14 1	-279.0	15.0
641	340.8950	+12.3415	Lo11	340+12 1 	-79.0	15.0
642	340.8678	+10.8197	Lo12	340+10 1 	9.0	15.0
643	340.9071	-04.6619	Sa1-5	340- 4 1 	-2.0	15.0
644	341.0242	+09.4917	SB25 	  	-93.0	15.0
645	341.5091	-09.1796	He2-248	341- 9 1 	-25.0	15.0
646	341.6039	+13.7043	NGC6026	341+13 1	-101.5 	4.7
647	341.7004	-06.0864	SB26 	 	-154.0	15.0
648	341.8446	+05.4383	NGC6153	341+ 5 1 	38.8 	0.9
649	341.9675	+08.8631	SB27 	  	-2.0	15.0
650	342.1387	+27.5316	Me2-1	342+27 1 	44.4 	0.5
651	342.1822	+10.8526	NGC6072	342+10 1 	6.9 	1.4
652	342.3284	-06.0373	SB28 	  	-27.0	15.0
653	342.5142	-14.3134	Sp3	342-14 1 	45.2 	4.7
654	342.7449	+00.7519	H1-3	342+ 0 1 	-6.0	40.0
655	342.8982	-06.6769	Cn1-4	342- 6 1 	-87.4 	4.7
656	342.9547	-02.0486	Pe1-8	342- 2 1 	-1.0 	3.0
657	342.9644	-04.9092	He2-207	342- 4 1 	-36.1 	5.7
658	343.4227	+11.9490	H1-1	343+11 9 	91.2	16.1
659	343.5662	-07.8446	PC17	343- 7 1	-128.1	18.5
660	343.6392	+03.7338	SuWt3	343+ 3 1	-110.0	84.0
661	343.7976	-09.6542	SB29 	  	-88.0	15.0
662	343.9853	-05.8017	SB30 	  	67.0	15.0
663	344.2766	+04.7524	Vd1-1	344+ 4 1	-142.1 	2.5
664	344.2472	-01.2146	H1-6	344- 1 1 	-51.0	40.0
665	344.4156	-06.1567	Wray16-278	344- 6 1 	-35.0	15.0
666	344.8178	+03.4315	Vd1-3	344+ 3 1	-138.8	20.7
667	345.0329	+04.3219	Vd1-2	345+ 4 1 	3.4	30.9
668	345.0903	+03.4393	Vd1-4	345+ 3 1 	35.1	14.0
669	345.0370	-04.9309	Cn1-3	345- 4 1 	-79.8 	1.8
670	345.2375	-08.8350	Tc1	345- 8 1 	-84.1 	4.7
671	345.3215	-10.2152	MeWe1-11 	  	21.0	15.0
672	345.4800	+00.1406	IC4637	345+ 0 1 	10.4 	5.6
673	345.5068	+15.1143	Lo13	345+15 1 	-19.0	15.0
674	345.6443	+06.7494	He2-175	345+ 6 1 	-33.6 	4.7
675	345.9005	+03.0865	Vd1-6	345+ 3 2	-142.0	40.0
676	346.0262	+08.5512	He2-171	346+ 8 1	-101.5	18.7
677	346.2618	-08.2193	IC4663	346- 8 1 	-52.1 	6.2
678	346.3372	-06.8973	Fg2	346- 6 1 	34.5 	1.8
679	346.9782	+12.4648	K1-3	346+12 1 	-12.5 	5.6
680	347.4873	+05.8110	H1-2	347+ 5 1	-105.5 	0.7
681	347.7939	+02.0502	Vd1-8	347+ 1 1	-117.0	40.0
682	347.9158	-06.0894	SB31 	  	-70.0	15.0
683	348.0713	+06.3168	MGP1 	  	-52.0	15.0
684	348.0300	-13.8534	IC4699	348-13 1	-123.3 	1.6
685	348.4021	-04.1822	H1-21	348- 4 1	-200.7 	8.3
686	348.8851	-09.0369	He2-306	348- 9 1 	-40.0 	8.1
687	349.2955	-03.5018	H2-14	349- 3 1 	-12.0	15.0
688	349.3509	-01.1155	NGC6337	349- 1 1 	-70.9 	4.0
689	349.3617	-04.2238	Lo16	349- 4 1 	13.0	15.0
690	349.5094	+01.0559	NGC6302	349+ 1 1 	-38.9 	2.5
691	349.7122	-09.1940	SB32 	  	186.0	15.0
692	349.8007	+04.4658	M2-4	349+ 4 1	-207.2 	2.2
693	350.1425	-03.9120	H1-26	350- 3 1 	-36.9 	4.7
694	350.5906	-05.0885	H1-28	350- 5 1 	-44.2 	4.7
695	350.8943	-02.4721	H1-22	350- 2 1	-213.0 	5.0
696	350.9091	+04.4022	H2-1	350+ 4 1 	-18.8 	1.9
697	351.0923	-10.4753	HaTr9	351-10 2 	-38.0	15.0
698	351.1993	+04.8363	M1-19	351+ 4 1 	-55.2 	0.4
699	351.2751	+05.2780	M2-5	351+ 5 1	-123.4	10.2
700	351.2847	-06.3715	SB33 	  	58.0	15.0
701	351.3205	+07.6432	H1-4	351+ 7 1 	2.7	14.1
702	351.5662	-06.5874	SB34 	  	-57.0	15.0
703	351.6434	-06.2267	H1-37	351- 6 1 	-22.3 	1.8
704	351.7700	-06.6679	SB35 	 	-120.0	15.0
705	351.7033	-10.9872	Wray16-385	351-10 1 	-58.0	15.0
706	351.9287	+09.0416	PC13	351+ 9 1 	-75.1 	2.0
707	351.9919	-01.9112	Wray16-286	351- 1 1	-152.3 	4.1
708	352.0686	-04.6993	H1-30	352- 4 1 	-12.9 	6.7
709	352.0923	-06.7742	SB36 	  	35.0	15.0
710	352.1882	+05.1242	M2-8	352+ 5 1 	25.1 	1.0
711	352.6225	+03.0494	H1-8	352+ 3 2	-116.0	40.0
712	352.6474	-04.9880	SB37 	  	20.0	15.0
713	352.8280	-00.2597	H1-13	352- 0 1 	-26.3 	7.3
714	352.7997	-08.4079	SB38 	  	59.0	15.0
715	352.9473	+11.3958	K2-16	352+11 2 	5.2	12.0
716	352.9580	-07.5969	Fg3	352- 7 1 	4.0 	1.8
717	353.0708	+08.4144	MyCn26	353+ 8 1 	44.0	40.0
718	353.2858	-05.2729	H1-38	353- 5 1 	149.6 	3.8
719	353.3543	+06.3176	M2-6	353+ 6 2	-127.4 	1.7
720	353.3987	-08.3196	SB39 	  	6.0	15.0
721	353.4728	-02.4678	K5-8 	  	-52.3	10.9
722	353.4933	-04.5164	K6-13 	  	0.2 	5.2
723	353.5137	-04.9208	H1-36	353- 4 1	-119.3 	0.9
724	353.7582	+06.3700	M2-7	353+ 6 1 	-60.2	11.9
725	353.7886	-12.8964	Wray16-411 	  	-50.0	15.0
726	354.0991	-04.1686	He3-1481 	  	-10.1 	5.9
727	354.2476	+04.3660	M2-10	354+ 4 1 	-85.6	10.2
728	354.4346	+04.0369	Te233 	 	-220.0	40.0
729	354.4674	-07.8432	H1-52	354- 7 1	-124.0	15.0
730	354.5689	+03.3525	Th3-4	354+ 3 1	-165.0	15.0
731	354.6316	+04.9643	Te139 	  	41.0	30.0
732	354.7154	-07.2521	SB40 	  	-69.0	15.0
733	354.7098	-10.0946	SB41 	  	34.0	15.0
734	354.9886	+03.5223	Th3-6	355+ 3 3 	-73.1	14.0
735	355.1686	+04.7740	Te140 	  	64.0	30.0
736	355.1822	-02.9153	H1-31	355- 2 4 	47.5 	1.8
737	355.1061	-06.9507	M3-21	355- 6 1 	-66.9 	1.8
738	355.2114	+03.7509	Te137 	  	70.0	30.0
739	355.2752	-02.5429	H1-29	355- 2 2 	-16.9 	3.1
740	355.3413	-04.0745	IRAS17474-3500 	 	-163.2 	6.8
741	355.3338	-07.5893	SB42 	  	40.0	15.0
742	355.4609	+02.3645	Te138 	  	-46.0	40.0
743	355.4416	-02.4679	M3-14	355- 2 1 	-82.3 	1.8
744	355.4731	-04.0972	Hf2-1	355- 4 1 	-84.5 	4.1
745	355.6733	-02.7544	H1-32	355- 2 3	-220.0 	4.8
746	355.7958	-03.0964	H1-33	355- 3 1	-120.0 	3.4
747	355.7191	-03.4173	H2-23	355- 3 2 	82.5	11.3
748	355.7335	-03.4728	H1-35	355- 3 3 	123.4 	1.0
749	355.8425	-08.7991	SB43 	  	-74.0	15.0
750	355.9696	+03.6266	H1-9	355+ 3 2	-157.6 	1.1
751	355.9039	-04.2694	M1-30	355- 4 2	-120.1 	1.7
752	356.0055	-07.4590	SB45 	 	-116.0	15.0
753	356.0889	-07.4736	SB44 	  	1.0	15.0
754	356.1557	+02.7650	Th3-13	356+ 2 1 	-99.0	40.0
755	356.1196	-03.3913	H2-26	356- 3 1	-156.9 	3.6
756	356.1817	-08.6853	SB46 	  	54.0	15.0
757	356.2985	-04.4143	Cn2-1	356- 4 1	-169.6 	0.8
758	356.3686	-06.2579	M3-49	356- 6 1 	-50.1 	4.7
759	356.3625	-07.3790	SB47 	  	-27.0	15.0
760	356.4165	-06.8609	SB48 	  	10.0	15.0
761	356.5665	+05.1471	Th3-3	356+ 5 1 	-48.0	15.0
762	356.5452	+01.5648	Th3-55	356+ 1 2 	-46.2 	3.8
763	356.5313	-02.3942	M1-27	356- 2 2 	-47.7 	0.7
764	356.5151	-03.6364	H2-27	356- 3 2 	-31.3	15.1
765	356.5544	-03.9786	H1-39	356- 3 3 	-85.3	16.0
766	356.6225	-07.8076	H1-57	356- 7 2 	-20.0	14.0
767	356.7663	-04.8060	H1-41	356- 4 2 	73.3 	6.0
768	356.7849	-06.4854	H1-51	356- 6 2	-208.0	14.0
769	356.8954	+03.3218	Th3-12	356+ 3 1 	185.4	30.0
770	356.8116	-05.4884	H2-35	356- 5 1	-195.5 	4.7
771	356.8820	-11.7329	Lo17	356-11 1 	-65.3	14.0
772	356.9520	+04.5585	M2-11	356+ 4 1 	83.7 	2.9
773	356.9841	+04.4434	M3-38	356+ 4 2	-171.1	10.6
774	356.9858	-05.8035	M2-24	356- 5 2 	145.5	10.2
775	357.0342	+02.4402	M4-4	357+ 2 5 	12.7	15.0
776	357.1604	+04.4155	TeJu18	357+ 4 A 	52.0	15.0
777	357.1211	+03.6116	M3-7	357+ 3 1	-193.6 	4.8
778	357.1425	+01.9894	Th3-24	357+ 2 7	-197.0	40.0
779	357.1837	-04.7890	H1-43	357- 4 3 	49.0	13.8
780	357.1779	-06.1783	M3-50	357- 6 1 	17.5	21.7
781	357.2278	+07.4098	M4-3	357+ 7 1 	132.5 	0.6
782	357.2701	+02.0006	H2-13	357+ 2 6	-133.7 	9.5
783	357.2717	-04.5421	H1-42	357- 4 1 	-79.2 	4.7
784	357.2431	-09.8459	SB49 	  	20.0	15.0
785	357.3279	+04.0568	H2-7	357+ 4 1 	76.0	15.0
786	357.3290	+03.3781	M3-41	357+ 3 2	-110.0	16.4
787	357.2987	+01.4661	Al2-H	357+ 1 2 	-30.0	15.0
