R/R0   V_T(km/s)
0.550	101.081
0.576	94.221
0.599	85.871
0.626	77.360
0.650	74.951
0.676	68.560
0.726	62.992
0.749	62.665
0.774	55.674
0.799	53.715
0.824	42.938
0.850	36.305
0.874	27.832
0.899	20.279
